ubuntu@ip-172-31-44-227:~/code/malawi-dhis2-pipeline$ docker service logs -f -n 100 dhis2_dhis2 
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,449 Executing startup routine [8 of 8, runlevel 15]: SchedulerStart (DefaultStartupRoutineExecutor.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,451 Setting up default jobs. (SchedulerStart.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,465 Scheduling job: JobConfiguration{uid='pd6O228pqr0', name='File resource clean up', jobType=FILE_RESOURCE_CLEANUP, cronExpression='0 0 2 ? * *', delay='null', jobParameters=null, enabled=true, inMemoryJob=false, lastRuntimeExecution='null', userUid='null', leaderOnlyJob=false, jobStatus=SCHEDULED, nextExecutionTime=null, lastExecutedStatus=NOT_STARTED, lastExecuted=null} (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,515 Job pd6O228pqr0 of type FILE_RESOURCE_CLEANUP has been added to the schedule (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,516 Scheduled job: JobConfiguration{uid='pd6O228pqr0', name='File resource clean up', jobType=FILE_RESOURCE_CLEANUP, cronExpression='0 0 2 ? * *', delay='null', jobParameters=null, enabled=true, inMemoryJob=false, lastRuntimeExecution='null', userUid='null', leaderOnlyJob=false, jobStatus=SCHEDULED, nextExecutionTime=null, lastExecutedStatus=NOT_STARTED, lastExecuted=null} (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,532 Scheduling job: JobConfiguration{uid='BFa3jDsbtdO', name='Data statistics', jobType=DATA_STATISTICS, cronExpression='0 0 2 ? * *', delay='null', jobParameters=null, enabled=true, inMemoryJob=false, lastRuntimeExecution='null', userUid='null', leaderOnlyJob=false, jobStatus=SCHEDULED, nextExecutionTime=null, lastExecutedStatus=NOT_STARTED, lastExecuted=null} (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,533 Job BFa3jDsbtdO of type DATA_STATISTICS has been added to the schedule (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,533 Scheduled job: JobConfiguration{uid='BFa3jDsbtdO', name='Data statistics', jobType=DATA_STATISTICS, cronExpression='0 0 2 ? * *', delay='null', jobParameters=null, enabled=true, inMemoryJob=false, lastRuntimeExecution='null', userUid='null', leaderOnlyJob=false, jobStatus=SCHEDULED, nextExecutionTime=null, lastExecutedStatus=NOT_STARTED, lastExecuted=null} (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,544 Scheduling job: JobConfiguration{uid='Js3vHn2AVuG', name='Validation result notification', jobType=VALIDATION_RESULTS_NOTIFICATION, cronExpression='0 0 7 ? * *', delay='null', jobParameters=null, enabled=true, inMemoryJob=false, lastRuntimeExecution='null', userUid='null', leaderOnlyJob=false, jobStatus=SCHEDULED, nextExecutionTime=null, lastExecutedStatus=NOT_STARTED, lastExecuted=null} (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,545 Job Js3vHn2AVuG of type VALIDATION_RESULTS_NOTIFICATION has been added to the schedule (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,545 Scheduled job: JobConfiguration{uid='Js3vHn2AVuG', name='Validation result notification', jobType=VALIDATION_RESULTS_NOTIFICATION, cronExpression='0 0 7 ? * *', delay='null', jobParameters=null, enabled=true, inMemoryJob=false, lastRuntimeExecution='null', userUid='null', leaderOnlyJob=false, jobStatus=SCHEDULED, nextExecutionTime=null, lastExecutedStatus=NOT_STARTED, lastExecuted=null} (DefaultSchedulingManager.java [main])  
dhis2_dhis2.1.7vud6jdk42lx@ip-172-31-44-227    | * INFO  2025-09-26T21:05:41,557 Scheduling job: JobConfiguration{uid='sHMedQF7VYa', name='Credentials expiry alert', jobType=CREDENTIALS_EXPIRY_ALERT, cronExpression='0 0 2 ? * *', delay='null', jobParameters=null, enabled=true, inMemoryJob=false, lastRuntimeExecution='null', userUid='null', leaderOnlyJob=false, jobStatus=SCHEDULED, nextExecutionTime=null, lastExecutedStatus=NOT_STARTED, lastExecuted=null} (DefaultSchedulingManager.java [main])  
